"","period","mean","converge","signal","type","good"
"2779",6,0.875,1,16,"SB_40","Correct consensus"
"2780",7,0.875,1,16,"SB_40","Correct consensus"
"2781",8,0.875,1,16,"SB_40","Correct consensus"
"2782",9,0.875,1,16,"SB_40","Correct consensus"
"2783",10,0.875,1,16,"SB_40","Correct consensus"
"2784",11,0.875,1,16,"SB_40","Correct consensus"
"2785",12,0.875,1,16,"SB_40","Correct consensus"
"2786",1,0.625,NA,17,"SB_40","Breakdown"
"2787",2,0.65,0,17,"SB_40","Breakdown"
"2788",3,0.65,0,17,"SB_40","Breakdown"
"2789",4,0.65,0,17,"SB_40","Breakdown"
"2790",5,0.65,1,17,"SB_40","Breakdown"
"2791",6,0.625,0,17,"SB_40","Breakdown"
"2792",7,0.625,1,17,"SB_40","Breakdown"
"2793",8,0.625,1,17,"SB_40","Breakdown"
"2794",9,0.625,1,17,"SB_40","Breakdown"
"2795",10,0.625,1,17,"SB_40","Breakdown"
"2796",11,0.625,1,17,"SB_40","Breakdown"
"2797",12,0.625,1,17,"SB_40","Breakdown"
"2798",1,0.675,NA,18,"SB_40","Correct consensus"
"2799",2,0.85,0,18,"SB_40","Correct consensus"
"2800",3,0.9,0,18,"SB_40","Correct consensus"
"2801",4,0.95,0,18,"SB_40","Correct consensus"
"2802",5,0.975,0,18,"SB_40","Correct consensus"
"2803",6,0.975,1,18,"SB_40","Correct consensus"
"2804",7,1,0,18,"SB_40","Correct consensus"
"2805",8,1,1,18,"SB_40","Correct consensus"
"2806",9,1,1,18,"SB_40","Correct consensus"
"2807",10,1,1,18,"SB_40","Correct consensus"
"2808",11,1,1,18,"SB_40","Correct consensus"
"2809",12,1,1,18,"SB_40","Correct consensus"
"2810",1,0.75,NA,19,"SB_40","Correct consensus"
"2811",2,0.925,0,19,"SB_40","Correct consensus"
"2812",3,1,0,19,"SB_40","Correct consensus"
"2813",4,1,1,19,"SB_40","Correct consensus"
"2814",5,1,1,19,"SB_40","Correct consensus"
"2815",6,1,1,19,"SB_40","Correct consensus"
"2816",7,1,1,19,"SB_40","Correct consensus"
"2817",8,1,1,19,"SB_40","Correct consensus"
"2818",9,1,1,19,"SB_40","Correct consensus"
"2819",10,1,1,19,"SB_40","Correct consensus"
"2820",11,1,1,19,"SB_40","Correct consensus"
"2821",12,1,1,19,"SB_40","Correct consensus"
"2822",1,0.75,NA,20,"SB_40","Correct consensus"
"2823",2,0.95,0,20,"SB_40","Correct consensus"
"2824",3,0.975,0,20,"SB_40","Correct consensus"
"2825",4,1,0,20,"SB_40","Correct consensus"
"2826",5,1,1,20,"SB_40","Correct consensus"
"2827",6,1,1,20,"SB_40","Correct consensus"
"2828",7,1,1,20,"SB_40","Correct consensus"
"2829",8,1,1,20,"SB_40","Correct consensus"
"2830",9,1,1,20,"SB_40","Correct consensus"
"2831",10,1,1,20,"SB_40","Correct consensus"
"2832",11,1,1,20,"SB_40","Correct consensus"
"2833",12,1,1,20,"SB_40","Correct consensus"
"2834",1,0.85,NA,21,"SB_40","Correct consensus"
"2835",2,1,0,21,"SB_40","Correct consensus"
"2836",3,1,1,21,"SB_40","Correct consensus"
"2837",4,1,1,21,"SB_40","Correct consensus"
"2838",5,1,1,21,"SB_40","Correct consensus"
"2839",6,1,1,21,"SB_40","Correct consensus"
"2840",7,1,1,21,"SB_40","Correct consensus"
"2841",8,1,1,21,"SB_40","Correct consensus"
"2842",9,1,1,21,"SB_40","Correct consensus"
"2843",10,1,1,21,"SB_40","Correct consensus"
"2844",11,1,1,21,"SB_40","Correct consensus"
"2845",12,1,1,21,"SB_40","Correct consensus"
"2846",1,0.725,NA,22,"SB_40","Correct consensus"
"2847",2,0.85,0,22,"SB_40","Correct consensus"
"2848",3,0.975,0,22,"SB_40","Correct consensus"
"2849",4,0.975,1,22,"SB_40","Correct consensus"
"2850",5,0.975,1,22,"SB_40","Correct consensus"
"2851",6,1,0,22,"SB_40","Correct consensus"
"2852",7,1,1,22,"SB_40","Correct consensus"
"2853",8,1,1,22,"SB_40","Correct consensus"
"2854",9,1,1,22,"SB_40","Correct consensus"
"2855",10,1,1,22,"SB_40","Correct consensus"
"2856",11,1,1,22,"SB_40","Correct consensus"
"2857",12,1,1,22,"SB_40","Correct consensus"
"2858",1,0.7,NA,23,"SB_40","Correct consensus"
"2859",2,0.925,0,23,"SB_40","Correct consensus"
"2860",3,1,0,23,"SB_40","Correct consensus"
"2861",4,1,1,23,"SB_40","Correct consensus"
"2862",5,1,1,23,"SB_40","Correct consensus"
"2863",6,1,1,23,"SB_40","Correct consensus"
"2864",7,1,1,23,"SB_40","Correct consensus"
"2865",8,1,1,23,"SB_40","Correct consensus"
"2866",9,1,1,23,"SB_40","Correct consensus"
"2867",10,1,1,23,"SB_40","Correct consensus"
"2868",11,1,1,23,"SB_40","Correct consensus"
"2869",12,1,1,23,"SB_40","Correct consensus"
"2870",1,0.7,NA,24,"SB_40","Breakdown"
"2871",2,0.825,0,24,"SB_40","Breakdown"
"2872",3,0.85,0,24,"SB_40","Breakdown"
"2873",4,0.825,0,24,"SB_40","Breakdown"
"2874",5,0.825,1,24,"SB_40","Breakdown"
"2875",6,0.825,1,24,"SB_40","Breakdown"
"2876",7,0.8,0,24,"SB_40","Breakdown"
"2877",8,0.8,1,24,"SB_40","Breakdown"
"2878",9,0.8,1,24,"SB_40","Breakdown"
"2879",10,0.8,1,24,"SB_40","Breakdown"
"2880",11,0.8,1,24,"SB_40","Breakdown"
"2881",12,0.8,1,24,"SB_40","Breakdown"
"2882",1,0.7,NA,1,"RF_40","Correct consensus"
"2883",2,0.925,0,1,"RF_40","Correct consensus"
"2884",3,1,0,1,"RF_40","Correct consensus"
"2885",4,1,1,1,"RF_40","Correct consensus"
"2886",5,1,1,1,"RF_40","Correct consensus"
"2887",6,1,1,1,"RF_40","Correct consensus"
"2888",7,1,1,1,"RF_40","Correct consensus"
"2889",8,1,1,1,"RF_40","Correct consensus"
"2890",9,1,1,1,"RF_40","Correct consensus"
"2891",10,1,1,1,"RF_40","Correct consensus"
"2892",11,1,1,1,"RF_40","Correct consensus"
"2893",12,1,1,1,"RF_40","Correct consensus"
"2894",1,0.675,NA,2,"RF_40","Correct consensus"
"2895",2,0.9,0,2,"RF_40","Correct consensus"
"2896",3,1,0,2,"RF_40","Correct consensus"
"2897",4,1,1,2,"RF_40","Correct consensus"
"2898",5,1,1,2,"RF_40","Correct consensus"
"2899",6,1,1,2,"RF_40","Correct consensus"
"2900",7,1,1,2,"RF_40","Correct consensus"
"2901",8,1,1,2,"RF_40","Correct consensus"
"2902",9,1,1,2,"RF_40","Correct consensus"
"2903",10,1,1,2,"RF_40","Correct consensus"
"2904",11,1,1,2,"RF_40","Correct consensus"
"2905",12,1,1,2,"RF_40","Correct consensus"
"2906",1,0.7,NA,3,"RF_40","Correct consensus"
"2907",2,0.9,0,3,"RF_40","Correct consensus"
"2908",3,1,0,3,"RF_40","Correct consensus"
"2909",4,1,1,3,"RF_40","Correct consensus"
"2910",5,1,1,3,"RF_40","Correct consensus"
"2911",6,1,1,3,"RF_40","Correct consensus"
"2912",7,1,1,3,"RF_40","Correct consensus"
"2913",8,1,1,3,"RF_40","Correct consensus"
"2914",9,1,1,3,"RF_40","Correct consensus"
"2915",10,1,1,3,"RF_40","Correct consensus"
"2916",11,1,1,3,"RF_40","Correct consensus"
"2917",12,1,1,3,"RF_40","Correct consensus"
"2918",1,0.725,NA,4,"RF_40","Correct consensus"
"2919",2,0.95,0,4,"RF_40","Correct consensus"
"2920",3,1,0,4,"RF_40","Correct consensus"
"2921",4,1,1,4,"RF_40","Correct consensus"
"2922",5,1,1,4,"RF_40","Correct consensus"
"2923",6,1,1,4,"RF_40","Correct consensus"
"2924",7,1,1,4,"RF_40","Correct consensus"
"2925",8,1,1,4,"RF_40","Correct consensus"
"2926",9,1,1,4,"RF_40","Correct consensus"
"2927",10,1,1,4,"RF_40","Correct consensus"
"2928",11,1,1,4,"RF_40","Correct consensus"
"2929",12,1,1,4,"RF_40","Correct consensus"
"2930",1,0.75,NA,5,"RF_40","Correct consensus"
"2931",2,0.975,0,5,"RF_40","Correct consensus"
"2932",3,1,0,5,"RF_40","Correct consensus"
"2933",4,1,1,5,"RF_40","Correct consensus"
"2934",5,1,1,5,"RF_40","Correct consensus"
"2935",6,1,1,5,"RF_40","Correct consensus"
"2936",7,1,1,5,"RF_40","Correct consensus"
"2937",8,1,1,5,"RF_40","Correct consensus"
"2938",9,1,1,5,"RF_40","Correct consensus"
"2939",10,1,1,5,"RF_40","Correct consensus"
"2940",11,1,1,5,"RF_40","Correct consensus"
"2941",12,1,1,5,"RF_40","Correct consensus"
"2942",1,0.55,NA,6,"RF_40","Incorrect consensus"
"2943",2,0.275,0,6,"RF_40","Incorrect consensus"
"2944",3,0,0,6,"RF_40","Incorrect consensus"
"2945",4,0,1,6,"RF_40","Incorrect consensus"
"2946",5,0,1,6,"RF_40","Incorrect consensus"
"2947",6,0,1,6,"RF_40","Incorrect consensus"
"2948",7,0,1,6,"RF_40","Incorrect consensus"
"2949",8,0,1,6,"RF_40","Incorrect consensus"
"2950",9,0,1,6,"RF_40","Incorrect consensus"
"2951",10,0,1,6,"RF_40","Incorrect consensus"
"2952",11,0,1,6,"RF_40","Incorrect consensus"
"2953",12,0,1,6,"RF_40","Incorrect consensus"
"2954",1,0.75,NA,7,"RF_40","Correct consensus"
"2955",2,1,0,7,"RF_40","Correct consensus"
"2956",3,1,1,7,"RF_40","Correct consensus"
"2957",4,1,1,7,"RF_40","Correct consensus"
"2958",5,1,1,7,"RF_40","Correct consensus"
"2959",6,1,1,7,"RF_40","Correct consensus"
"2960",7,1,1,7,"RF_40","Correct consensus"
"2961",8,1,1,7,"RF_40","Correct consensus"
"2962",9,1,1,7,"RF_40","Correct consensus"
"2963",10,1,1,7,"RF_40","Correct consensus"
"2964",11,1,1,7,"RF_40","Correct consensus"
"2965",12,1,1,7,"RF_40","Correct consensus"
"2966",1,0.675,NA,8,"RF_40","Correct consensus"
"2967",2,1,0,8,"RF_40","Correct consensus"
"2968",3,1,1,8,"RF_40","Correct consensus"
"2969",4,1,1,8,"RF_40","Correct consensus"
"2970",5,1,1,8,"RF_40","Correct consensus"
"2971",6,1,1,8,"RF_40","Correct consensus"
"2972",7,1,1,8,"RF_40","Correct consensus"
"2973",8,1,1,8,"RF_40","Correct consensus"
"2974",9,1,1,8,"RF_40","Correct consensus"
"2975",10,1,1,8,"RF_40","Correct consensus"
"2976",11,1,1,8,"RF_40","Correct consensus"
"2977",12,1,1,8,"RF_40","Correct consensus"
"2978",1,0.6,NA,9,"RF_40","Incorrect consensus"
"2979",2,0.35,0,9,"RF_40","Incorrect consensus"
"2980",3,0,0,9,"RF_40","Incorrect consensus"
"2981",4,0,1,9,"RF_40","Incorrect consensus"
"2982",5,0,1,9,"RF_40","Incorrect consensus"
"2983",6,0,1,9,"RF_40","Incorrect consensus"
"2984",7,0,1,9,"RF_40","Incorrect consensus"
"2985",8,0,1,9,"RF_40","Incorrect consensus"
"2986",9,0,1,9,"RF_40","Incorrect consensus"
"2987",10,0,1,9,"RF_40","Incorrect consensus"
"2988",11,0,1,9,"RF_40","Incorrect consensus"
"2989",12,0,1,9,"RF_40","Incorrect consensus"
"2990",1,0.7,NA,10,"RF_40","Correct consensus"
"2991",2,1,0,10,"RF_40","Correct consensus"
"2992",3,1,1,10,"RF_40","Correct consensus"
"2993",4,1,1,10,"RF_40","Correct consensus"
"2994",5,1,1,10,"RF_40","Correct consensus"
"2995",6,1,1,10,"RF_40","Correct consensus"
"2996",7,1,1,10,"RF_40","Correct consensus"
"2997",8,1,1,10,"RF_40","Correct consensus"
"2998",9,1,1,10,"RF_40","Correct consensus"
"2999",10,1,1,10,"RF_40","Correct consensus"
"3000",11,1,1,10,"RF_40","Correct consensus"
"3001",12,1,1,10,"RF_40","Correct consensus"
"3002",1,0.675,NA,11,"RF_40","Incorrect consensus"
"3003",2,0,0,11,"RF_40","Incorrect consensus"
"3004",3,0,1,11,"RF_40","Incorrect consensus"
"3005",4,0,1,11,"RF_40","Incorrect consensus"
"3006",5,0,1,11,"RF_40","Incorrect consensus"
"3007",6,0,1,11,"RF_40","Incorrect consensus"
"3008",7,0,1,11,"RF_40","Incorrect consensus"
"3009",8,0,1,11,"RF_40","Incorrect consensus"
"3010",9,0,1,11,"RF_40","Incorrect consensus"
"3011",10,0,1,11,"RF_40","Incorrect consensus"
"3012",11,0,1,11,"RF_40","Incorrect consensus"
"3013",12,0,1,11,"RF_40","Incorrect consensus"
"3014",1,0.75,NA,12,"RF_40","Correct consensus"
"3015",2,1,0,12,"RF_40","Correct consensus"
"3016",3,1,1,12,"RF_40","Correct consensus"
"3017",4,1,1,12,"RF_40","Correct consensus"
"3018",5,1,1,12,"RF_40","Correct consensus"
"3019",6,1,1,12,"RF_40","Correct consensus"
"3020",7,1,1,12,"RF_40","Correct consensus"
"3021",8,1,1,12,"RF_40","Correct consensus"
"3022",9,1,1,12,"RF_40","Correct consensus"
"3023",10,1,1,12,"RF_40","Correct consensus"
"3024",11,1,1,12,"RF_40","Correct consensus"
"3025",12,1,1,12,"RF_40","Correct consensus"
"3026",1,0.7,NA,13,"RF_40","Correct consensus"
"3027",2,1,0,13,"RF_40","Correct consensus"
"3028",3,1,1,13,"RF_40","Correct consensus"
"3029",4,1,1,13,"RF_40","Correct consensus"
"3030",5,1,1,13,"RF_40","Correct consensus"
"3031",6,1,1,13,"RF_40","Correct consensus"
"3032",7,1,1,13,"RF_40","Correct consensus"
"3033",8,1,1,13,"RF_40","Correct consensus"
"3034",9,1,1,13,"RF_40","Correct consensus"
"3035",10,1,1,13,"RF_40","Correct consensus"
"3036",11,1,1,13,"RF_40","Correct consensus"
"3037",12,1,1,13,"RF_40","Correct consensus"
"3038",1,0.675,NA,14,"RF_40","Correct consensus"
"3039",2,1,0,14,"RF_40","Correct consensus"
"3040",3,1,1,14,"RF_40","Correct consensus"
"3041",4,1,1,14,"RF_40","Correct consensus"
"3042",5,1,1,14,"RF_40","Correct consensus"
"3043",6,1,1,14,"RF_40","Correct consensus"
"3044",7,1,1,14,"RF_40","Correct consensus"
"3045",8,1,1,14,"RF_40","Correct consensus"
"3046",9,1,1,14,"RF_40","Correct consensus"
"3047",10,1,1,14,"RF_40","Correct consensus"
"3048",11,1,1,14,"RF_40","Correct consensus"
"3049",12,1,1,14,"RF_40","Correct consensus"
"3050",1,0.75,NA,15,"RF_40","Correct consensus"
"3051",2,1,0,15,"RF_40","Correct consensus"
"3052",3,1,1,15,"RF_40","Correct consensus"
"3053",4,1,1,15,"RF_40","Correct consensus"
"3054",5,1,1,15,"RF_40","Correct consensus"
"3055",6,1,1,15,"RF_40","Correct consensus"
"3056",7,1,1,15,"RF_40","Correct consensus"
"3057",8,1,1,15,"RF_40","Correct consensus"
"3058",9,1,1,15,"RF_40","Correct consensus"
"3059",10,1,1,15,"RF_40","Correct consensus"
"3060",11,1,1,15,"RF_40","Correct consensus"
"3061",12,1,1,15,"RF_40","Correct consensus"
"3062",1,0.65,NA,16,"RF_40","Incorrect consensus"
"3063",2,0.45,0,16,"RF_40","Incorrect consensus"
"3064",3,0,0,16,"RF_40","Incorrect consensus"
"3065",4,0,1,16,"RF_40","Incorrect consensus"
"3066",5,0,1,16,"RF_40","Incorrect consensus"
"3067",6,0,1,16,"RF_40","Incorrect consensus"
"3068",7,0,1,16,"RF_40","Incorrect consensus"
"3069",8,0,1,16,"RF_40","Incorrect consensus"
"3070",9,0,1,16,"RF_40","Incorrect consensus"
"3071",10,0,1,16,"RF_40","Incorrect consensus"
"3072",11,0,1,16,"RF_40","Incorrect consensus"
"3073",12,0,1,16,"RF_40","Incorrect consensus"
"3074",1,0.625,NA,17,"RF_40","Correct consensus"
"3075",2,0.9,0,17,"RF_40","Correct consensus"
"3076",3,1,0,17,"RF_40","Correct consensus"
"3077",4,1,1,17,"RF_40","Correct consensus"
"3078",5,1,1,17,"RF_40","Correct consensus"
"3079",6,1,1,17,"RF_40","Correct consensus"
"3080",7,1,1,17,"RF_40","Correct consensus"
"3081",8,1,1,17,"RF_40","Correct consensus"
"3082",9,1,1,17,"RF_40","Correct consensus"
"3083",10,1,1,17,"RF_40","Correct consensus"
"3084",11,1,1,17,"RF_40","Correct consensus"
"3085",12,1,1,17,"RF_40","Correct consensus"
"3086",1,0.675,NA,18,"RF_40","Correct consensus"
"3087",2,0.925,0,18,"RF_40","Correct consensus"
"3088",3,1,0,18,"RF_40","Correct consensus"
"3089",4,1,1,18,"RF_40","Correct consensus"
"3090",5,1,1,18,"RF_40","Correct consensus"
"3091",6,1,1,18,"RF_40","Correct consensus"
"3092",7,1,1,18,"RF_40","Correct consensus"
"3093",8,1,1,18,"RF_40","Correct consensus"
"3094",9,1,1,18,"RF_40","Correct consensus"
"3095",10,1,1,18,"RF_40","Correct consensus"
"3096",11,1,1,18,"RF_40","Correct consensus"
"3097",12,1,1,18,"RF_40","Correct consensus"
"3098",1,0.75,NA,19,"RF_40","Correct consensus"
"3099",2,0.975,0,19,"RF_40","Correct consensus"
"3100",3,1,0,19,"RF_40","Correct consensus"
"3101",4,1,1,19,"RF_40","Correct consensus"
"3102",5,1,1,19,"RF_40","Correct consensus"
"3103",6,1,1,19,"RF_40","Correct consensus"
"3104",7,1,1,19,"RF_40","Correct consensus"
"3105",8,1,1,19,"RF_40","Correct consensus"
"3106",9,1,1,19,"RF_40","Correct consensus"
"3107",10,1,1,19,"RF_40","Correct consensus"
"3108",11,1,1,19,"RF_40","Correct consensus"
"3109",12,1,1,19,"RF_40","Correct consensus"
"3110",1,0.75,NA,20,"RF_40","Correct consensus"
"3111",2,1,0,20,"RF_40","Correct consensus"
"3112",3,1,1,20,"RF_40","Correct consensus"
"3113",4,1,1,20,"RF_40","Correct consensus"
"3114",5,1,1,20,"RF_40","Correct consensus"
"3115",6,1,1,20,"RF_40","Correct consensus"
"3116",7,1,1,20,"RF_40","Correct consensus"
"3117",8,1,1,20,"RF_40","Correct consensus"
"3118",9,1,1,20,"RF_40","Correct consensus"
"3119",10,1,1,20,"RF_40","Correct consensus"
"3120",11,1,1,20,"RF_40","Correct consensus"
"3121",12,1,1,20,"RF_40","Correct consensus"
"3122",1,0.85,NA,21,"RF_40","Correct consensus"
"3123",2,0.95,0,21,"RF_40","Correct consensus"
"3124",3,1,0,21,"RF_40","Correct consensus"
"3125",4,1,1,21,"RF_40","Correct consensus"
"3126",5,1,1,21,"RF_40","Correct consensus"
"3127",6,1,1,21,"RF_40","Correct consensus"
"3128",7,1,1,21,"RF_40","Correct consensus"
"3129",8,1,1,21,"RF_40","Correct consensus"
"3130",9,1,1,21,"RF_40","Correct consensus"
"3131",10,1,1,21,"RF_40","Correct consensus"
"3132",11,1,1,21,"RF_40","Correct consensus"
"3133",12,1,1,21,"RF_40","Correct consensus"
"3134",1,0.725,NA,22,"RF_40","Correct consensus"
"3135",2,1,0,22,"RF_40","Correct consensus"
"3136",3,1,1,22,"RF_40","Correct consensus"
"3137",4,1,1,22,"RF_40","Correct consensus"
"3138",5,1,1,22,"RF_40","Correct consensus"
"3139",6,1,1,22,"RF_40","Correct consensus"
"3140",7,1,1,22,"RF_40","Correct consensus"
"3141",8,1,1,22,"RF_40","Correct consensus"
"3142",9,1,1,22,"RF_40","Correct consensus"
"3143",10,1,1,22,"RF_40","Correct consensus"
"3144",11,1,1,22,"RF_40","Correct consensus"
"3145",12,1,1,22,"RF_40","Correct consensus"
"3146",1,0.7,NA,23,"RF_40","Incorrect consensus"
"3147",2,0.475,0,23,"RF_40","Incorrect consensus"
"3148",3,0,0,23,"RF_40","Incorrect consensus"
"3149",4,0,1,23,"RF_40","Incorrect consensus"
"3150",5,0,1,23,"RF_40","Incorrect consensus"
"3151",6,0,1,23,"RF_40","Incorrect consensus"
"3152",7,0,1,23,"RF_40","Incorrect consensus"
"3153",8,0,1,23,"RF_40","Incorrect consensus"
"3154",9,0,1,23,"RF_40","Incorrect consensus"
"3155",10,0,1,23,"RF_40","Incorrect consensus"
"3156",11,0,1,23,"RF_40","Incorrect consensus"
"3157",12,0,1,23,"RF_40","Incorrect consensus"
"3158",1,0.7,NA,24,"RF_40","Correct consensus"
"3159",2,0.9,0,24,"RF_40","Correct consensus"
"3160",3,1,0,24,"RF_40","Correct consensus"
"3161",4,1,1,24,"RF_40","Correct consensus"
"3162",5,1,1,24,"RF_40","Correct consensus"
"3163",6,1,1,24,"RF_40","Correct consensus"
"3164",7,1,1,24,"RF_40","Correct consensus"
"3165",8,1,1,24,"RF_40","Correct consensus"
"3166",9,1,1,24,"RF_40","Correct consensus"
"3167",10,1,1,24,"RF_40","Correct consensus"
"3168",11,1,1,24,"RF_40","Correct consensus"
"3169",12,1,1,24,"RF_40","Correct consensus"
"3170",1,0.7,NA,1,"RGG_40","Correct consensus"
"3171",2,0.825,0,1,"RGG_40","Correct consensus"
"3172",3,0.875,0,1,"RGG_40","Correct consensus"
"3173",4,0.9,0,1,"RGG_40","Correct consensus"
"3174",5,0.925,0,1,"RGG_40","Correct consensus"
"3175",6,0.925,1,1,"RGG_40","Correct consensus"
"3176",7,0.975,0,1,"RGG_40","Correct consensus"
"3177",8,1,0,1,"RGG_40","Correct consensus"
"3178",9,1,1,1,"RGG_40","Correct consensus"
"3179",10,1,1,1,"RGG_40","Correct consensus"
"3180",11,1,1,1,"RGG_40","Correct consensus"
"3181",12,1,1,1,"RGG_40","Correct consensus"
"3182",1,0.675,NA,2,"RGG_40","Correct consensus"
"3183",2,0.875,0,2,"RGG_40","Correct consensus"
"3184",3,0.95,0,2,"RGG_40","Correct consensus"
"3185",4,1,0,2,"RGG_40","Correct consensus"
"3186",5,1,1,2,"RGG_40","Correct consensus"
"3187",6,1,1,2,"RGG_40","Correct consensus"
"3188",7,1,1,2,"RGG_40","Correct consensus"
"3189",8,1,1,2,"RGG_40","Correct consensus"
"3190",9,1,1,2,"RGG_40","Correct consensus"
"3191",10,1,1,2,"RGG_40","Correct consensus"
"3192",11,1,1,2,"RGG_40","Correct consensus"
"3193",12,1,1,2,"RGG_40","Correct consensus"
"3194",1,0.7,NA,3,"RGG_40","Correct consensus"
"3195",2,0.775,0,3,"RGG_40","Correct consensus"
"3196",3,0.85,0,3,"RGG_40","Correct consensus"
"3197",4,0.875,0,3,"RGG_40","Correct consensus"
"3198",5,0.925,0,3,"RGG_40","Correct consensus"
"3199",6,0.975,0,3,"RGG_40","Correct consensus"
"3200",7,1,0,3,"RGG_40","Correct consensus"
"3201",8,1,1,3,"RGG_40","Correct consensus"
"3202",9,1,1,3,"RGG_40","Correct consensus"
"3203",10,1,1,3,"RGG_40","Correct consensus"
"3204",11,1,1,3,"RGG_40","Correct consensus"
"3205",12,1,1,3,"RGG_40","Correct consensus"
"3206",1,0.725,NA,4,"RGG_40","Correct consensus"
"3207",2,0.9,0,4,"RGG_40","Correct consensus"
"3208",3,0.95,0,4,"RGG_40","Correct consensus"
"3209",4,0.975,0,4,"RGG_40","Correct consensus"
"3210",5,1,0,4,"RGG_40","Correct consensus"
"3211",6,1,1,4,"RGG_40","Correct consensus"
"3212",7,1,1,4,"RGG_40","Correct consensus"
"3213",8,1,1,4,"RGG_40","Correct consensus"
"3214",9,1,1,4,"RGG_40","Correct consensus"
"3215",10,1,1,4,"RGG_40","Correct consensus"
"3216",11,1,1,4,"RGG_40","Correct consensus"
"3217",12,1,1,4,"RGG_40","Correct consensus"
"3218",1,0.75,NA,5,"RGG_40","Correct consensus"
"3219",2,0.85,0,5,"RGG_40","Correct consensus"
"3220",3,0.95,0,5,"RGG_40","Correct consensus"
"3221",4,0.975,0,5,"RGG_40","Correct consensus"
"3222",5,0.975,1,5,"RGG_40","Correct consensus"
"3223",6,0.975,1,5,"RGG_40","Correct consensus"
"3224",7,1,0,5,"RGG_40","Correct consensus"
"3225",8,1,1,5,"RGG_40","Correct consensus"
"3226",9,1,1,5,"RGG_40","Correct consensus"
"3227",10,1,1,5,"RGG_40","Correct consensus"
"3228",11,1,1,5,"RGG_40","Correct consensus"
"3229",12,1,1,5,"RGG_40","Correct consensus"
"3230",1,0.55,NA,6,"RGG_40","Breakdown"
"3231",2,0.65,0,6,"RGG_40","Breakdown"
"3232",3,0.7,0,6,"RGG_40","Breakdown"
"3233",4,0.725,0,6,"RGG_40","Breakdown"
"3234",5,0.75,0,6,"RGG_40","Breakdown"
"3235",6,0.775,0,6,"RGG_40","Breakdown"
"3236",7,0.775,1,6,"RGG_40","Breakdown"
"3237",8,0.775,1,6,"RGG_40","Breakdown"
"3238",9,0.8,0,6,"RGG_40","Breakdown"
"3239",10,0.8,1,6,"RGG_40","Breakdown"
"3240",11,0.8,1,6,"RGG_40","Breakdown"
"3241",12,0.8,1,6,"RGG_40","Breakdown"
"3242",1,0.75,NA,7,"RGG_40","Correct consensus"
"3243",2,0.925,0,7,"RGG_40","Correct consensus"
"3244",3,0.95,0,7,"RGG_40","Correct consensus"
"3245",4,1,0,7,"RGG_40","Correct consensus"
"3246",5,1,1,7,"RGG_40","Correct consensus"
"3247",6,1,1,7,"RGG_40","Correct consensus"
"3248",7,1,1,7,"RGG_40","Correct consensus"
"3249",8,1,1,7,"RGG_40","Correct consensus"
"3250",9,1,1,7,"RGG_40","Correct consensus"
"3251",10,1,1,7,"RGG_40","Correct consensus"
"3252",11,1,1,7,"RGG_40","Correct consensus"
"3253",12,1,1,7,"RGG_40","Correct consensus"
"3254",1,0.675,NA,8,"RGG_40","Correct consensus"
"3255",2,0.875,0,8,"RGG_40","Correct consensus"
"3256",3,0.925,0,8,"RGG_40","Correct consensus"
"3257",4,0.975,0,8,"RGG_40","Correct consensus"
"3258",5,1,0,8,"RGG_40","Correct consensus"
"3259",6,1,1,8,"RGG_40","Correct consensus"
"3260",7,1,1,8,"RGG_40","Correct consensus"
"3261",8,1,1,8,"RGG_40","Correct consensus"
"3262",9,1,1,8,"RGG_40","Correct consensus"
"3263",10,1,1,8,"RGG_40","Correct consensus"
"3264",11,1,1,8,"RGG_40","Correct consensus"
"3265",12,1,1,8,"RGG_40","Correct consensus"
"3266",1,0.6,NA,9,"RGG_40","Correct consensus"
"3267",2,0.725,0,9,"RGG_40","Correct consensus"
"3268",3,0.825,0,9,"RGG_40","Correct consensus"
"3269",4,0.9,0,9,"RGG_40","Correct consensus"
"3270",5,0.925,0,9,"RGG_40","Correct consensus"
"3271",6,0.95,0,9,"RGG_40","Correct consensus"
"3272",7,0.975,0,9,"RGG_40","Correct consensus"
"3273",8,1,0,9,"RGG_40","Correct consensus"
"3274",9,1,1,9,"RGG_40","Correct consensus"
"3275",10,1,1,9,"RGG_40","Correct consensus"
"3276",11,1,1,9,"RGG_40","Correct consensus"
"3277",12,1,1,9,"RGG_40","Correct consensus"
"3278",1,0.7,NA,10,"RGG_40","Correct consensus"
"3279",2,0.9,0,10,"RGG_40","Correct consensus"
"3280",3,0.95,0,10,"RGG_40","Correct consensus"
"3281",4,0.975,0,10,"RGG_40","Correct consensus"
"3282",5,1,0,10,"RGG_40","Correct consensus"
"3283",6,1,1,10,"RGG_40","Correct consensus"
"3284",7,1,1,10,"RGG_40","Correct consensus"
"3285",8,1,1,10,"RGG_40","Correct consensus"
"3286",9,1,1,10,"RGG_40","Correct consensus"
"3287",10,1,1,10,"RGG_40","Correct consensus"
"3288",11,1,1,10,"RGG_40","Correct consensus"
"3289",12,1,1,10,"RGG_40","Correct consensus"
"3290",1,0.675,NA,11,"RGG_40","Correct consensus"
"3291",2,0.875,0,11,"RGG_40","Correct consensus"
"3292",3,0.95,0,11,"RGG_40","Correct consensus"
"3293",4,1,0,11,"RGG_40","Correct consensus"
"3294",5,1,1,11,"RGG_40","Correct consensus"
